Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
36.8167,-100.5333,751,0.451,0.461,0.445,0.388,0.556,0.491,0.426,0.422,0.417,0.441,0.598,0.586,10
36.5333,-97.45,305,1,1,0.973,0.71,0.816,0.662,0.503,0.551,0.813,0.967,1,1,8
35.9833,-95.8833,184,1,1,1,1,0.986,0.976,0.579,0.559,0.909,1,1,1,12
36.8,-97.2833,305,1,1,0.911,0.711,0.794,0.68,0.536,0.57,0.807,0.966,1,1,8
35.1167,-97.6667,389,1,0.959,0.696,0.662,0.86,0.62,0.388,0.392,0.724,0.939,1,1,8
36.7333,-102.4833,1263,0.298,0.31,0.306,0.319,0.439,0.421,0.41,0.428,0.417,0.352,0.43,0.4,3
34.0167,-95.8667,168,1,1,1,1,0.99,0.978,0.598,0.545,0.91,1,1,1,12
35.8333,-96.4,253,1,1,1,1,1,0.994,0.585,0.525,0.892,1,1,1,12
34.1333,-94.7,135,1,1,0.965,0.983,0.957,0.997,0.738,0.584,0.891,1,0.925,0.954,12
36.85,-99.6333,547,0.539,0.59,0.587,0.528,0.688,0.572,0.436,0.474,0.578,0.646,0.82,0.821,10
36.0667,-98.5833,485,0.627,0.626,0.599,0.559,0.72,0.575,0.366,0.414,0.63,0.747,0.95,0.933,10
35.1833,-98.5833,451,0.71,0.691,0.596,0.534,0.752,0.56,0.323,0.382,0.718,0.815,0.896,0.877,8
35.7,-96.8833,282,1,1,1,1,1,0.804,0.44,0.469,0.874,1,1,1,12
34.45,-98.6167,352,0.695,0.648,0.571,0.531,0.689,0.504,0.298,0.351,0.648,0.817,0.862,0.865,8
36.7667,-98.3667,360,1,0.938,0.781,0.692,0.773,0.664,0.484,0.499,0.655,0.779,0.986,1,8
34.5,-96.9667,305,1,1,1,1,1,0.942,0.5,0.481,0.853,1,1,1,12
35.05,-97.9167,331,1,0.833,0.669,0.626,0.826,0.603,0.364,0.374,0.697,0.919,1,1,8
36.3167,-95.5833,179,1,1,1,1,1,1,0.739,0.609,0.933,1,1,1,12
36.2833,-96.5333,280,1,1,1,1,1,0.796,0.491,0.533,0.9,1,1,1,12
35.5167,-98.9833,491,0.608,0.612,0.553,0.502,0.704,0.555,0.336,0.403,0.664,0.779,0.918,0.833,10
35.9833,-96.7667,290,1,1,1,0.951,0.876,0.667,0.443,0.473,0.842,0.999,1,1,8
34.5,-97.9667,343,0.93,0.768,0.645,0.585,0.743,0.537,0.321,0.346,0.618,0.898,0.987,1,8
34,-96.3667,183,1,1,1,1,0.993,0.974,0.557,0.524,0.924,1,1,1,12
35.55,-97.95,401,1,0.931,0.702,0.643,0.816,0.639,0.381,0.409,0.746,0.907,0.999,1,8
35.3833,-99.4,600,0.57,0.572,0.541,0.495,0.701,0.558,0.352,0.421,0.645,0.748,0.873,0.781,10
36.4167,-97.8667,379,1,1,0.958,0.698,0.803,0.651,0.446,0.507,0.745,0.952,1,1,8
35.2167,-99.8667,628,0.468,0.511,0.489,0.479,0.664,0.54,0.332,0.4,0.624,0.713,0.741,0.632,10
35.2,-95.5833,189,1,1,1,1,0.961,0.908,0.532,0.561,0.922,1,1,1,12
36.55,-99.5333,619,0.492,0.538,0.496,0.476,0.648,0.507,0.393,0.44,0.482,0.553,0.701,0.682,10
34.3833,-99.0167,392,0.627,0.598,0.513,0.485,0.658,0.501,0.308,0.362,0.654,0.786,0.777,0.767,10
36.7667,-99.1167,468,0.623,0.641,0.614,0.556,0.694,0.59,0.432,0.471,0.574,0.672,0.864,0.868,10
36.3,-99.7667,668,0.449,0.481,0.459,0.473,0.637,0.428,0.303,0.395,0.429,0.478,0.664,0.637,10
36.85,-100.05,686,0.436,0.458,0.47,0.429,0.597,0.494,0.401,0.422,0.454,0.486,0.635,0.627,10
35.6333,-98.3167,486,0.635,0.629,0.579,0.546,0.725,0.583,0.347,0.384,0.658,0.784,0.932,0.897,10
36.6,-101.6167,1009,0.248,0.259,0.292,0.315,0.488,0.417,0.381,0.382,0.388,0.36,0.426,0.335,3
36.75,-98.1333,366,1,0.887,0.746,0.672,0.753,0.645,0.488,0.498,0.649,0.796,0.994,1,8
35.8167,-97.4,338,1,1,1,0.839,0.885,0.682,0.439,0.456,0.82,0.99,1,1,8
35.5833,-99.4,555,0.575,0.583,0.556,0.494,0.693,0.554,0.345,0.436,0.636,0.698,0.903,0.803,10
35.2,-95.8833,207,1,1,1,1,0.995,0.999,0.614,0.566,0.918,1,1,1,12
34.2167,-97.4667,224,1,1,1,1,0.977,0.622,0.378,0.399,0.752,0.991,1,1,8
36.5333,-98.2833,411,1,0.906,0.73,0.668,0.771,0.64,0.449,0.483,0.666,0.818,0.995,1,8
36.1,-97.8333,351,0.839,0.709,0.697,0.607,0.781,0.63,0.401,0.486,0.762,0.833,0.981,1,8
35,-99.05,479,0.615,0.573,0.501,0.499,0.724,0.522,0.356,0.361,0.619,0.793,0.822,0.792,10
35.05,-96.3667,261,1,1,1,1,0.986,0.906,0.561,0.547,0.891,1,1,1,12
34.6833,-99.8167,494,0.49,0.479,0.409,0.421,0.601,0.502,0.325,0.375,0.622,0.707,0.687,0.618,10
36.8667,-101.2,913,0.371,0.327,0.354,0.33,0.488,0.432,0.382,0.395,0.409,0.367,0.454,0.413,3
34,-95.5167,174,1,1,1,1,1,0.997,0.668,0.567,0.897,1,1,1,12
33.8833,-94.8167,140,1,1,0.991,0.97,0.99,0.957,0.626,0.516,0.852,1,0.925,0.973,12
36.7167,-97.7833,319,1,1,0.88,0.692,0.772,0.652,0.517,0.532,0.731,0.922,1,1,8
36.2,-94.7833,360,1,1,1,1,0.996,1,0.689,0.66,0.961,1,1,1,12
36.9,-102.9667,1326,0.276,0.243,0.264,0.302,0.413,0.368,0.442,0.445,0.413,0.35,0.374,0.334,3
36.15,-96.25,215,1,1,1,1,1,0.999,0.633,0.578,0.923,1,1,1,12
35.85,-97.9,335,1,0.845,0.696,0.628,0.787,0.633,0.375,0.435,0.775,0.875,0.991,1,8
35.2833,-95.4333,259,1,1,1,1,0.968,0.895,0.528,0.564,0.927,1,1,1,12
34.6167,-98.45,351,0.744,0.682,0.598,0.545,0.745,0.535,0.326,0.353,0.642,0.853,0.94,0.946,8
34.8167,-97.65,299,1,1,1,0.847,0.89,0.621,0.379,0.383,0.739,0.981,1,1,8
34.1167,-96.7833,235,1,1,1,1,1,0.902,0.472,0.466,0.872,1,1,1,12
34.8833,-99.5,486,0.554,0.533,0.456,0.447,0.665,0.544,0.346,0.375,0.634,0.78,0.766,0.674,10
36.1667,-96.4333,253,1,1,1,1,1,0.965,0.548,0.549,0.909,1,1,1,12
33.8833,-97.1667,244,1,1,1,1,0.902,0.601,0.388,0.417,0.811,0.999,1,1,8
34.9,-95.7833,232,1,1,1,1,0.981,0.946,0.513,0.557,0.928,1,1,1,12
35.15,-94.9667,201,1,1,1,0.993,0.965,0.918,0.592,0.603,0.931,1,0.996,1,12
34.3167,-95.8667,205,1,1,1,0.984,0.93,0.992,0.62,0.576,0.932,1,1,1,12
35.5,-96.9833,282,1,1,1,1,1,0.839,0.436,0.464,0.874,1,1,1,12
36.8833,-94.8833,245,1,1,1,1,1,1,0.788,0.709,0.978,1,1,1,12
35.7167,-95.2833,158,1,1,1,1,0.983,0.911,0.536,0.549,0.925,1,1,1,12
36.2333,-99.1667,568,0.545,0.598,0.588,0.554,0.685,0.532,0.357,0.39,0.541,0.604,0.791,0.743,10
36.8833,-97.0667,347,1,1,0.997,0.786,0.818,0.724,0.542,0.579,0.847,0.996,1,1,8
36.7,-95.6333,216,1,1,1,1,1,1,0.72,0.625,0.942,1,1,1,12
36.1167,-98.3167,370,0.78,0.647,0.601,0.572,0.743,0.585,0.371,0.423,0.656,0.791,0.98,1,8
35.4333,-96.3,285,1,1,1,1,1,0.995,0.607,0.519,0.892,1,1,1,12
35.3833,-97.6,397,1,0.907,0.698,0.664,0.861,0.641,0.411,0.415,0.738,0.926,1,1,8
35.6167,-96.0167,197,1,1,1,1,0.988,0.982,0.546,0.533,0.873,1,1,1,12
34.7333,-97.2833,286,1,1,1,0.992,0.943,0.638,0.378,0.389,0.776,0.996,1,1,8
36.6667,-96.35,254,1,1,1,1,1,0.999,0.647,0.642,0.96,1,1,1,12
36.2833,-97.2833,312,1,1,1,0.907,0.876,0.672,0.481,0.537,0.867,0.999,1,1,8
36.7333,-97.1,304,1,1,0.979,0.731,0.795,0.671,0.531,0.58,0.834,0.974,1,1,8
35.05,-94.6333,204,1,1,1,1,0.952,0.91,0.62,0.612,0.918,1,1,1,12
35.05,-94.6167,134,1,1,1,1,0.964,0.951,0.644,0.619,0.915,1,0.996,0.973,12
36.3,-95.3167,190,1,1,1,1,1,1,0.76,0.63,0.945,1,1,1,12
35.0333,-97.3667,328,1,1,1,0.892,0.925,0.645,0.41,0.412,0.783,0.992,1,1,8
36.5,-96.7333,251,1,1,1,1,1,0.887,0.539,0.584,0.926,1,1,1,12
35.6333,-99.9167,727,0.493,0.534,0.513,0.485,0.662,0.515,0.351,0.422,0.571,0.643,0.761,0.689,10
35.45,-94.8,201,1,1,1,0.984,0.978,0.973,0.603,0.597,0.929,1,0.996,1,12
35.2333,-96.6667,274,1,1,1,1,0.984,0.891,0.543,0.533,0.899,1,1,1,12
34.4833,-94.6167,251,0.99,0.937,0.914,0.913,0.942,1,0.834,0.648,0.933,0.986,0.845,0.894,12
36.3833,-95.05,209,1,1,1,1,1,1,0.76,0.657,0.961,1,1,1,12
36.1167,-97.1,273,1,1,1,0.942,0.87,0.655,0.444,0.478,0.849,0.999,1,1,8
35.9,-94.65,305,1,1,1,1,0.999,1,0.738,0.665,0.957,1,1,1,12
35.9333,-94.9667,259,1,1,1,1,1,1,0.715,0.632,0.954,1,1,1,12
36.0333,-98.9667,520,0.614,0.646,0.629,0.569,0.716,0.564,0.355,0.402,0.617,0.713,0.931,0.889,10
36.2,-95.8833,198,1,1,1,1,1,0.988,0.623,0.584,0.925,1,1,1,12
36.8167,-100.8667,824,0.424,0.411,0.415,0.366,0.526,0.463,0.414,0.404,0.425,0.415,0.545,0.52,10
34.6333,-95.2833,183,0.978,0.944,0.924,0.973,0.939,1,0.803,0.681,0.95,0.981,0.887,0.946,12
36.6667,-95.1333,224,1,1,1,1,1,1,0.783,0.677,0.965,1,1,1,12
35.9667,-95.3667,180,1,1,1,1,0.995,0.972,0.593,0.575,0.927,1,1,1,12
34.3667,-98.3,306,0.744,0.695,0.599,0.554,0.694,0.511,0.296,0.344,0.622,0.844,0.89,0.971,8
35.85,-98.4167,472,0.627,0.614,0.581,0.546,0.719,0.58,0.354,0.402,0.654,0.783,0.961,0.959,10
34.1667,-98,267,0.882,0.773,0.629,0.554,0.645,0.488,0.272,0.336,0.589,0.861,0.887,0.989,8
36.5333,-98.8833,442,0.65,0.663,0.644,0.588,0.718,0.586,0.407,0.443,0.592,0.685,0.905,0.917,10
35.5167,-98.7,493,0.63,0.633,0.565,0.51,0.707,0.567,0.331,0.404,0.691,0.819,0.949,0.846,10
35.4833,-95.2,168,1,1,1,1,0.987,0.934,0.531,0.556,0.927,1,1,1,12
34.7333,-98.7167,507,0.802,0.719,0.625,0.577,0.782,0.557,0.349,0.378,0.689,0.883,0.973,0.997,8
34.95,-95.1667,194,1,1,1,0.99,0.964,0.918,0.586,0.594,0.934,1,1,1,12
42.1833,-119.9,1397,1,1,0.994,0.928,0.422,0.234,0.108,0.111,0.183,0.512,0.999,1,7
42.9667,-120,1320,1,1,1,0.622,0.245,0.173,0.082,0.092,0.141,0.389,0.965,1,7
44.9167,-120.7333,866,1,0.96,0.997,0.601,0.306,0.202,0.098,0.117,0.227,0.663,1,1,7
45.7167,-120.2,84,1,1,0.743,0.185,0.124,0.077,0.035,0.056,0.113,0.3,0.924,1,4
42.2167,-122.7167,525,0.914,0.985,1,1,0.723,0.276,0.126,0.141,0.301,0.852,0.989,0.82,7
46.15,-123.8833,3,0.734,0.744,0.69,0.89,1,0.905,0.343,0.402,0.879,0.863,0.602,0.757,8
44.5667,-118.4833,1284,1,0.906,1,0.88,0.713,0.297,0.131,0.154,0.278,0.713,1,1,7
44.8333,-117.8167,1027,0.63,0.809,0.991,0.808,0.415,0.272,0.125,0.142,0.212,0.476,0.992,1,2
43.15,-124.4,6,0.801,0.863,0.846,0.961,1,0.685,0.222,0.264,0.609,0.981,0.866,0.831,8
43.95,-120.2167,1210,0.91,0.997,1,0.787,0.278,0.194,0.1,0.112,0.155,0.402,0.981,1,7
45.45,-122.8167,82,0.813,0.93,0.981,1,0.985,0.486,0.22,0.268,0.611,1,0.861,0.867,8
44.2833,-122.0333,656,0.681,0.696,0.692,0.881,1,0.624,0.219,0.27,0.714,0.921,0.769,0.701,8
44.05,-121.2833,1116,1,1,0.994,0.714,0.329,0.219,0.114,0.122,0.18,0.545,1,1,7
43.9,-118.15,997,0.838,0.963,1,0.812,0.29,0.178,0.078,0.097,0.162,0.428,0.983,1,7
45.8333,-119.7,91,1,1,0.716,0.187,0.136,0.084,0.037,0.062,0.124,0.313,0.916,1,4
45.6333,-121.95,19,0.872,0.841,0.755,0.836,1,0.876,0.313,0.399,0.888,0.772,0.869,0.833,8
42.0333,-124.25,14,0.868,0.787,0.829,0.978,1,0.653,0.205,0.246,0.586,0.943,0.833,0.88,8
43.8167,-120.6,1414,0.001,0.575,1,0.916,0.267,0.197,0.108,0.115,0.138,0.346,0.946,0.647,2
42.7833,-117.85,1198,0.022,0.905,0.987,0.34,0.234,0.168,0.075,0.084,0.15,0.355,0.89,0.848,2
43.6,-118.95,1262,0.523,0.789,0.975,0.389,0.223,0.157,0.079,0.099,0.161,0.4,0.978,1,4
44.4,-122.4833,262,0.848,0.829,0.736,0.936,1,0.95,0.348,0.339,0.776,0.929,0.876,0.914,8
42.1833,-123.6833,390,0.907,0.86,0.946,1,0.875,0.302,0.125,0.155,0.388,0.961,0.912,0.878,8
43.2833,-121.7833,1451,1,0.902,0.974,0.555,0.55,0.465,0.158,0.193,0.45,0.96,0.882,1,8
42.65,-121.95,1266,1,1,0.871,0.812,0.678,0.298,0.123,0.154,0.32,0.877,0.983,0.98,8
46.1,-123.2,7,0.735,0.655,0.828,0.974,1,0.673,0.306,0.35,0.745,0.965,0.79,0.713,8
45.2,-123.9,4,0.729,0.715,0.666,0.855,1,0.981,0.414,0.391,0.831,0.856,0.597,0.79,8
45.2333,-120.1833,866,1,1,1,0.978,0.476,0.241,0.114,0.136,0.224,0.562,1,1,7
43.1833,-124.2,7,0.877,0.844,0.791,0.976,1,0.614,0.205,0.233,0.54,0.956,0.829,0.835,8
44.6333,-123.1833,69,0.835,0.881,0.969,1,0.993,0.502,0.205,0.222,0.503,0.99,0.757,0.867,8
44.5167,-123.45,180,0.832,0.869,0.882,1,1,0.678,0.244,0.256,0.599,0.993,0.914,0.822,8
43.8,-123.05,181,0.856,0.898,0.919,1,1,0.579,0.206,0.228,0.513,0.996,0.902,0.832,8
43.7167,-123.05,253,0.781,0.787,0.823,1,0.983,0.394,0.143,0.185,0.478,0.986,0.832,0.681,8
45.3,-117.8,888,1,1,0.938,0.917,0.493,0.315,0.154,0.177,0.318,0.747,1,1,7
42.9,-122.1333,1973,1,0.968,0.582,0.999,0.695,0.659,0.511,0.543,0.827,0.975,0.966,1,8
44.95,-123.3,88,0.854,0.865,0.962,0.996,0.979,0.462,0.202,0.231,0.567,1,0.883,0.867,8
42.95,-117.3333,1288,0.078,0.786,0.899,0.39,0.283,0.194,0.089,0.097,0.195,0.457,0.981,0.985,2
44.7167,-122.25,372,0.696,0.689,0.594,0.739,0.99,0.87,0.272,0.325,0.819,0.824,0.787,0.627,8
43.1667,-124,29,0.883,0.813,0.881,0.984,0.956,0.394,0.162,0.201,0.49,0.985,0.876,0.853,8
43.7833,-122.9667,250,0.876,0.866,0.93,1,1,0.585,0.205,0.231,0.532,0.991,0.872,0.912,8
43.6667,-123.3333,89,0.737,0.688,0.883,1,0.973,0.372,0.13,0.168,0.436,0.976,0.709,0.791,8
43.8,-118.3833,1071,0.591,0.896,1,0.838,0.298,0.179,0.083,0.104,0.165,0.427,0.98,1,2
45.45,-121.1333,405,1,0.924,1,0.968,0.331,0.168,0.076,0.103,0.251,0.771,1,1,7
45.5667,-117.9167,809,1,1,0.894,0.629,0.457,0.3,0.143,0.174,0.339,0.807,1,1,7
43.6,-123.5833,37,0.755,0.824,0.888,1,0.985,0.426,0.164,0.194,0.468,0.969,0.821,0.806,8
45.7167,-117.15,1000,1,1,1,0.74,0.668,0.362,0.173,0.188,0.374,0.853,1,1,8
45.2667,-122.3167,137,0.875,0.867,0.909,0.944,1,0.992,0.437,0.416,0.868,0.952,0.87,0.862,8
44.1333,-123.2167,108,0.91,0.894,0.933,1,0.947,0.409,0.168,0.203,0.473,0.988,0.88,0.851,8
44.85,-123.4333,128,0.842,0.881,0.864,0.99,0.999,0.545,0.232,0.258,0.62,0.993,0.885,0.829,8
44.1167,-123.3,148,0.819,0.814,0.958,1,0.998,0.513,0.197,0.218,0.497,0.988,0.832,0.855,8
45.5167,-123.1,55,0.872,0.908,0.944,1,0.974,0.45,0.19,0.23,0.559,1,0.82,0.87,8
45,-120.2167,808,1,1,1,0.994,0.519,0.259,0.126,0.14,0.229,0.589,1,1,7
44.4167,-122.6667,168,0.843,0.862,0.85,0.982,1,0.852,0.286,0.302,0.702,0.985,0.84,0.837,8
43.4,-121.2167,1405,0.007,0.105,0.935,0.857,0.442,0.213,0.113,0.127,0.187,0.601,1,0.713,2
43.75,-124.1167,9,0.82,0.852,0.895,0.981,1,0.675,0.224,0.253,0.59,0.982,0.846,0.869,8
42.4,-124.4167,15,0.822,0.786,0.865,0.94,1,0.709,0.216,0.263,0.621,0.967,0.839,0.866,8
45.3,-121.7333,1213,1,1,0.718,0.632,0.607,0.525,0.559,0.495,0.844,0.896,0.654,0.98,8
42.4333,-123.35,282,0.859,0.896,0.994,1,0.529,0.183,0.081,0.106,0.287,0.874,0.924,0.827,7
44.5167,-120.9333,1108,1,1,0.961,0.86,0.391,0.247,0.119,0.125,0.204,0.607,1,1,7
44.8833,-117.1167,812,1,0.949,0.901,0.679,0.507,0.318,0.148,0.151,0.275,0.676,1,1,7
42.55,-119.65,1712,0.004,0.278,0.964,0.771,0.279,0.206,0.099,0.108,0.167,0.453,0.988,0.736,2
45.45,-122.15,228,0.863,0.832,0.877,0.847,1,0.996,0.444,0.446,0.906,0.939,0.858,0.877,8
45.3667,-119.5667,575,1,1,1,0.997,0.524,0.246,0.113,0.143,0.244,0.602,1,1,7
45.8333,-119.2667,195,1,1,1,0.445,0.187,0.105,0.05,0.065,0.128,0.388,0.975,1,4
45.5167,-122.9833,49,0.833,0.853,0.938,1,0.99,0.481,0.19,0.225,0.549,0.998,0.851,0.857,8
43.9333,-124.1,35,0.611,0.747,0.816,0.969,1,0.624,0.209,0.244,0.604,0.962,0.682,0.699,8
45.6833,-121.5167,152,0.762,0.568,0.845,1,0.969,0.423,0.172,0.225,0.594,0.966,0.711,0.696,7
42.2333,-122.3833,1392,1,1,0.891,0.652,0.574,0.367,0.162,0.17,0.354,0.911,0.903,1,8
44.35,-117.25,643,0.998,0.999,0.59,0.255,0.197,0.142,0.058,0.067,0.13,0.381,0.973,1,4
43.3667,-122.9667,329,0.763,0.83,0.895,0.992,0.941,0.375,0.155,0.19,0.474,0.97,0.859,0.726,8
42.6333,-124.05,106,0.903,0.815,0.846,0.991,1,0.508,0.18,0.206,0.5,0.983,0.746,0.846,8
44.3167,-117.9833,1193,0.879,0.805,0.963,0.766,0.321,0.216,0.096,0.116,0.202,0.515,1,1,7
44.4167,-118.9667,934,1,1,0.949,0.909,0.471,0.281,0.129,0.145,0.232,0.597,1,1,7
43.8,-117.9333,863,0.53,0.924,0.728,0.324,0.248,0.174,0.078,0.093,0.161,0.411,0.974,1,4
45.2,-120.7,826,1,1,0.938,0.641,0.359,0.219,0.109,0.124,0.219,0.614,1,1,7
42.2,-121.7833,1249,1,0.94,0.975,0.99,0.445,0.215,0.107,0.13,0.236,0.7,1,1,7
42.1833,-121.7333,1247,1,0.972,0.982,0.757,0.255,0.148,0.069,0.101,0.206,0.664,1,1,7
44.6333,-122.7167,158,0.907,0.857,0.907,0.999,1,0.813,0.276,0.288,0.673,0.989,0.874,0.808,8
45.3167,-118.0667,840,1,0.974,0.954,0.887,0.478,0.277,0.114,0.138,0.27,0.733,1,1,7
42.2167,-120.3667,1456,1,1,0.976,0.935,0.529,0.277,0.123,0.123,0.212,0.628,1,1,7
44.9167,-123.5833,1094,0.726,0.7,0.653,0.888,1,0.919,0.317,0.354,0.811,0.893,0.692,0.773,8
44.1,-122.6833,206,0.867,0.882,0.814,0.958,1,0.724,0.253,0.287,0.68,0.966,0.866,0.816,8
43.3667,-122.2167,1243,1,0.731,0.757,0.687,0.672,0.627,0.227,0.247,0.605,0.953,0.731,0.888,8
44.7167,-119.1,1134,1,1,0.933,0.927,0.43,0.258,0.113,0.142,0.26,0.689,1,1,7
43.9167,-122.7667,217,0.869,0.876,0.914,0.99,1,0.605,0.195,0.234,0.571,0.979,0.826,0.896,8
42.6667,-122.6833,482,0.888,0.928,0.991,1,0.812,0.272,0.108,0.138,0.347,0.93,0.886,0.779,8
44.6333,-121.1333,680,1,0.874,1,0.909,0.34,0.213,0.092,0.116,0.26,0.779,1,1,7
44.6667,-121.15,744,1,0.939,0.97,0.696,0.326,0.219,0.093,0.117,0.27,0.785,1,1,7
43.9833,-117.0167,689,0.711,0.954,0.917,0.497,0.251,0.149,0.061,0.072,0.133,0.36,0.954,1,4
43.2667,-118.85,1252,0.041,0.832,1,0.504,0.233,0.168,0.081,0.097,0.143,0.374,0.941,0.954,2
44.6167,-121.95,754,0.784,0.704,0.629,0.558,0.802,0.632,0.255,0.296,0.737,0.886,0.706,0.767,8
44.6667,-118,1189,1,0.998,0.965,0.929,0.493,0.272,0.119,0.137,0.237,0.619,1,1,7
42.4167,-117.8667,1361,0.015,0.814,1,0.628,0.255,0.184,0.083,0.087,0.161,0.377,0.923,0.828,2
44.1833,-122.1167,450,0.715,0.792,0.701,0.839,1,0.608,0.181,0.253,0.71,0.873,0.674,0.746,8
45.2167,-123.1667,47,0.846,0.879,0.956,1,0.961,0.425,0.186,0.215,0.541,0.997,0.902,0.883,8
42.3,-122.8667,444,0.974,1,1,1,0.569,0.225,0.108,0.126,0.265,0.77,1,0.894,7
42.3833,-122.8667,396,1,1,1,0.997,0.489,0.203,0.101,0.118,0.253,0.722,1,0.937,7
44.5833,-121.1833,763,1,0.826,1,0.928,0.429,0.252,0.106,0.123,0.277,0.802,1,1,7
45.4667,-120.35,472,1,1,1,0.413,0.189,0.118,0.058,0.074,0.141,0.375,0.978,1,4
45.95,-118.4167,296,1,1,1,1,0.593,0.281,0.139,0.15,0.261,0.685,1,1,7
44.5833,-120.1833,806,1,1,1,0.834,0.348,0.21,0.099,0.113,0.176,0.477,0.998,1,7
44.8167,-119.4167,608,1,1,1,1,0.576,0.284,0.13,0.149,0.237,0.601,1,1,7
45.4833,-120.7167,570,1,1,1,0.885,0.356,0.186,0.091,0.104,0.192,0.547,1,1,7
44.65,-124.05,37,0.742,0.734,0.684,0.929,1,0.88,0.342,0.351,0.778,0.898,0.605,0.754,8
43.4167,-124.25,2,0.837,0.885,0.884,0.97,1,0.704,0.229,0.257,0.592,0.952,0.768,0.829,8
45.2833,-122.75,46,0.838,0.92,0.981,1,1,0.591,0.24,0.273,0.62,1,0.842,0.819,8
43.8833,-116.9833,663,0.725,0.958,0.97,0.421,0.22,0.137,0.051,0.062,0.126,0.337,0.938,1,4
43.75,-122.45,389,0.682,0.561,0.716,0.946,0.939,0.409,0.158,0.213,0.582,0.943,0.688,0.657,8
44.4,-120.4333,1212,1,1,0.987,0.974,0.69,0.317,0.156,0.156,0.242,0.655,1,1,7
43.55,-121.9667,1463,1,0.967,0.649,0.653,0.555,0.581,0.296,0.23,0.59,0.973,0.84,0.999,8
44.05,-116.9667,654,0.807,0.941,0.915,0.47,0.259,0.162,0.071,0.08,0.141,0.374,0.966,1,4
43.2833,-119.3167,1261,0.115,0.869,1,0.637,0.219,0.155,0.079,0.092,0.14,0.346,0.93,0.999,2
45.35,-122.6,51,0.819,0.844,0.919,1,1,0.712,0.272,0.311,0.704,0.993,0.884,0.854,8
45.0333,-123.9167,46,0.717,0.686,0.718,0.869,1,0.835,0.278,0.323,0.775,0.912,0.578,0.742,8
43.65,-117.25,731,0.689,0.998,0.874,0.398,0.234,0.144,0.058,0.066,0.138,0.354,0.937,1,4
42.7,-120.5333,1329,0.989,0.999,0.985,0.737,0.384,0.272,0.142,0.139,0.2,0.518,0.996,1,7
45.5333,-121.5833,463,0.648,0.785,0.828,0.985,1,0.547,0.183,0.254,0.673,0.949,0.821,0.694,8
44.1333,-120,1123,1,1,1,0.747,0.288,0.195,0.1,0.111,0.154,0.411,0.983,1,7
44.7333,-121.25,430,0.804,0.853,1,1,0.791,0.335,0.139,0.153,0.351,0.904,0.946,0.849,8
45.7167,-118.6333,453,1,1,1,0.997,0.529,0.255,0.122,0.138,0.236,0.627,1,1,7
45.6667,-118.8,317,1,1,1,0.86,0.352,0.179,0.079,0.097,0.179,0.507,1,1,7
45.7,-118.8333,452,1,1,1,0.888,0.372,0.188,0.089,0.107,0.186,0.531,1,1,7
45.4833,-118.8333,524,1,1,1,1,0.626,0.295,0.129,0.144,0.252,0.653,1,1,7
45.5167,-122.6833,48,0.881,0.925,0.955,1,1,0.588,0.246,0.292,0.649,1,0.866,0.879,8
45.5833,-122.6,6,0.842,0.91,0.981,1,1,0.645,0.264,0.311,0.673,1,0.91,0.887,8
42.75,-124.5,13,0.825,0.846,0.875,0.975,1,0.718,0.23,0.264,0.617,0.966,0.86,0.865,8
42.8833,-124.0667,70,0.895,0.851,0.855,0.995,0.993,0.445,0.169,0.205,0.499,0.983,0.852,0.831,8
42.8333,-118.8833,1279,0.332,0.96,1,0.54,0.234,0.158,0.073,0.089,0.139,0.381,0.952,1,2
44.3333,-120.9,866,1,1,1,0.791,0.334,0.211,0.099,0.104,0.16,0.48,0.999,1,7
42.7333,-122.5167,756,0.776,0.926,0.963,1,0.95,0.375,0.152,0.174,0.402,0.966,0.824,0.7,8
44.25,-121.15,933,1,1,1,0.613,0.258,0.181,0.082,0.09,0.14,0.413,0.986,1,7
44.7667,-117.1667,675,1,0.767,0.947,0.881,0.448,0.272,0.121,0.127,0.229,0.598,1,1,7
42.95,-123.35,207,0.851,0.878,0.977,1,0.715,0.248,0.102,0.129,0.339,0.92,0.836,0.837,8
43.45,-118.2167,1030,0.256,0.955,1,0.494,0.232,0.162,0.074,0.089,0.148,0.375,0.942,1,2
43.3667,-117.1167,1119,0.426,0.804,0.916,0.403,0.252,0.175,0.076,0.087,0.182,0.457,0.987,1,4
42.8667,-117.65,1038,0.08,0.984,0.887,0.281,0.223,0.157,0.066,0.077,0.147,0.34,0.879,0.902,2
43.2167,-123.3833,130,0.86,0.887,0.988,1,0.852,0.31,0.136,0.158,0.358,0.919,0.829,0.742,8
42.3333,-120.8833,1490,1,0.999,1,0.852,0.78,0.376,0.169,0.168,0.281,0.761,1,1,7
42.2167,-123.05,472,0.87,0.955,1,1,0.666,0.246,0.116,0.135,0.299,0.844,0.954,0.824,7
45.8667,-122.8167,30,0.846,0.854,0.937,1,1,0.729,0.293,0.328,0.697,0.987,0.802,0.707,8
44.9,-123,62,0.832,0.903,0.982,1,0.923,0.408,0.189,0.217,0.527,0.993,0.833,0.844,8
44.4333,-121.95,1143,1,0.873,0.786,0.704,0.559,0.488,0.32,0.31,0.704,0.947,0.763,0.958,8
